Gene,adhakari.rpkm,Adhakari_1,Adhakari_2,Adhakari_3,baker.rpkm,Baker_1,Baker_2,Baker_3,fox.rpkm,Fox_1,Fox_2,Fox_3,Fox_4,martin.rpkm,bendjilali.rpkm,risso.rpkm,Risso_1,Risso_2,Risso_3,Risso_4,Risso_5,Risso_6,average.rpkm,average.rpkm.rank,chong.protein,huh.protein,newman.protein,Lawless.protein,cell.cycle.phase,Essential
YMR130W,56.28063059,49.19235293,59.2271881,60.42235075,54.81440015,57.575912,52.39671166,54.47057679,41.50572137,42.05020379,39.10248557,38.1259602,46.74423592,62.7547,47.64625444,54.9443781,72.2643699,51.22695982,37.40067147,38.40320997,66.57175748,63.79929997,53.33335418,3870.517813,NA,NA,NA,21923,NA,viable
YGL203C,35.74193936,30.95661945,38.93123687,37.33796177,42.28886438,39.06453289,42.80382971,44.99823054,68.68142214,65.9006067,82.94392083,61.88840316,63.99275787,49.289,103.6963016,45.7809036,44.24212811,38.35623776,47.20948709,50.95095155,44.91467473,49.01194236,53.35022246,3790.907135,290,8550,321,1433,NA,viable
YKR085C,52.93872026,37.20596739,57.52307528,64.08711811,55.0337804,64.4771038,53.14080899,47.4834284,33.16833445,21.98738522,29.52172706,33.41163293,47.7525926,109.588,62.18866151,55.9709963,47.47879711,52.79513206,60.19448299,59.36822766,55.50445086,60.48488713,53.40373661,3823.389136,94.5,358,105.5,NA,NA,viable
YGL127C,61.621317,63.23225708,59.41640135,62.21529256,43.87772273,43.93768608,47.40108569,40.2943964,13.28636234,8.783004423,14.53022504,9.772433368,20.05978655,74.8791,69.99757867,75.62074799,81.25507374,78.46482402,64.27840145,63.31064903,83.81075718,82.60478251,53.42344807,3627.119111,142.6666667,468,106.5,NA,NA,viable
YML014W,36.80025305,32.05437191,37.88354011,40.46284712,47.38070318,57.65805931,42.97698436,41.50706586,77.46897363,109.0765502,72.3282313,72.26673415,56.20437891,69.0148,100.9717722,34.56011082,40.40352539,38.04355104,39.36402374,37.10514229,25.36245046,27.08197199,53.42640528,3716.083157,82,NA,49.5,NA,NA,viable
YER067W,29.18841529,25.22797789,26.35581329,35.98145468,0,0,0,0,117.7355127,53.49319566,48.89915696,45.42016961,323.1295286,13.1767,18.95672331,60.52330098,73.21228216,67.63297963,32.5808995,33.34881924,74.61503682,81.74978851,53.52365457,3453.536739,81,8450,376.5,NA,NA,viable
YKR030W,61.87655381,68.72972079,56.97400606,59.92593459,41.4601132,35.49727356,46.13244349,42.75062255,55.78631858,49.74898855,61.84478589,45.65224347,65.8992564,64.9231,19.98950739,55.33926932,63.26429099,53.31650949,47.02477186,39.4343702,65.0703031,63.92537029,53.53519418,3874.071936,NA,NA,NA,NA,NA,viable
YIL084C,18.0897332,18.56808129,16.6782881,19.02283021,18.50893123,20.2394927,19.42288389,15.8644171,170.316632,175.6600885,182.9207011,159.0509098,163.6348284,27.4288,26.1578472,14.22150796,9.457158775,10.20680638,15.61849791,17.73806802,16.35331847,15.9551982,53.56501585,2644.561773,56.33333333,NA,NA,NA,NA,viable
YKL082C,20.15143147,21.73802233,21.16417248,17.5520996,27.21663909,22.96761586,36.49701985,22.18528157,56.73159863,77.10199132,48.456352,58.52623786,42.84181332,167.673,287.7028134,30.46491974,38.59083478,27.28640902,39.25568824,41.55775936,17.19362012,18.90520693,53.57551469,3196.950554,NA,NA,NA,NA,NA,inviable
YLR023C,54.03644569,60.10194733,55.67604997,46.33133976,48.44953453,47.02903424,50.28232815,48.0372412,68.79985734,57.52006818,75.72178277,50.45145531,91.50612309,50.9877,31.89247401,45.99702219,51.98983046,48.11390279,47.37054224,40.4882582,42.07897171,45.94062771,53.61398353,3881.360072,45,NA,NA,NA,NA,viable
YDL112W,55.11960344,56.93721941,55.06040274,53.36118816,58.4141467,62.09778097,55.73338509,57.41127404,67.57781993,92.1532953,65.76818991,54.17421984,58.21557468,41.2689,29.12602637,44.03030652,51.55310982,47.44192308,37.59426891,40.19852854,45.4758399,41.91816888,53.6958836,3875.716206,131.5,861,NA,NA,NA,viable
YLR199C,107.1496391,98.57505865,103.8891839,118.9846749,49.0786608,42.4264033,57.56363034,47.24594876,23.14753328,19.00270532,24.33852307,13.48042897,35.76847577,63.7807,43.3982776,48.46585598,57.90409204,52.77142522,32.50356976,29.23092125,67.72107936,50.66404823,53.75210076,3668.538136,40,NA,NA,NA,NA,viable
YHR001W,43.34168435,35.1280788,46.91244506,47.98452918,39.1078978,42.0958359,36.708786,38.5190715,83.90956871,92.82980626,77.84838985,73.24468996,91.71538879,47.1112,60.71719879,42.19812134,40.40947671,38.21726588,43.94877177,44.5939427,48.46783257,37.55143842,53.79104145,3820.656269,NA,NA,NA,NA,NA,NA
YGL082W,51.50691814,47.62004204,49.94754341,56.95316899,51.21445548,55.02201724,50.49497854,48.12637065,63.96154248,59.10517461,51.21221064,56.63015283,88.89863183,73.3645,85.03359676,36.60996043,29.6151495,39.03945552,36.16810972,37.53253136,34.8073287,42.49718781,53.79283121,3844.569152,155,7620,157,NA,NA,viable
YDR296W,33.62391334,31.0659111,32.91574039,36.89008854,31.52105778,34.10265803,32.18540679,28.27510851,84.23884875,82.74854093,61.60113679,84.60156879,108.0041485,85.0325,64.01671428,43.4604586,27.32993901,30.8370634,68.38696189,70.48342447,33.61374539,30.11161742,53.81207711,3670.329979,236.6666667,2610,226.5,4300,NA,viable
YGR203W,61.99646036,66.69030397,68.05637022,51.24270689,53.09091816,56.9877397,50.9004947,51.38452006,41.19952794,43.0701246,22.19082839,48.39534314,51.14181563,57.6621,130.8883507,42.12941143,28.16612941,34.72431504,58.34463487,54.38767165,37.01331483,40.14040276,53.87099341,3779.582941,127.3333333,2310,139.5,NA,NA,viable
YLR256W,56.80704336,62.70116661,54.46243379,53.25752969,69.08482284,66.76661937,69.73604835,70.75180078,42.65367412,25.52505876,68.51738161,26.53408232,50.0381738,51.3531,10.27939117,56.77812618,61.42952243,55.48334257,56.80713368,51.98176155,54.63764261,60.32935426,53.88041288,3787.136851,NA,NA,NA,NA,NA,NA
YOR042W,43.84660555,39.48445083,48.41561302,43.6397528,36.38719072,38.70330497,33.62562454,36.83264265,56.12322821,61.50945492,42.63453301,46.97018802,73.3787369,90.853,108.8109467,49.29702347,42.95958932,50.23226157,45.59186122,61.52969226,49.32606303,46.14267345,53.90544866,3834.427441,291,NA,297.5,NA,NA,viable
YCR067C,93.63672981,99.68127849,94.1243726,87.10453834,67.66940903,62.9374258,67.28049036,72.79031092,15.98271725,9.183979609,7.237346472,13.32182948,34.18771345,47.3202,29.64011525,54.74225502,56.31502691,51.39091322,59.56145125,59.64669027,53.64880644,47.89064201,53.9242507,3612.910896,97,NA,82,NA,NA,viable
YLR231C,36.72813743,32.47799797,36.29548159,41.41093273,38.79850151,36.82309799,38.4220254,41.15038113,87.14229566,106.2730638,75.40828814,74.39103463,92.49679608,49.6144,54.88143152,44.22191654,45.41592807,39.55188566,40.69024233,44.39540373,47.7581432,47.51989625,53.95216238,3793.357175,47,NA,49.5,NA,G1,viable
YNL043C,264.0177936,283.8459568,255.0063489,253.201075,20.78000429,21.23050956,15.82989528,25.27960803,5.223371839,7.442296582,3.218879898,4.813689004,5.418621872,515.853,37.57737984,5.53732175,1.705304056,5.688755296,2.901652402,1.941951372,12.00290954,8.983357827,53.95722448,2222.708695,NA,NA,NA,NA,S/G2,viable
YIL108W,72.38899552,75.42205155,71.30745844,70.43747657,30.98104724,28.60504421,31.48284448,32.85525303,87.35587802,112.5703102,100.41058,53.73395044,82.70867146,23.3361,28.88889224,39.25455739,37.69774017,43.22882701,40.75843306,39.64979911,39.5622949,34.63025011,53.98291396,3733.312625,71.33333333,NA,NA,4976,NA,viable
YDR461C-A,7.097116938,4.946662331,8.236191653,8.108496828,17.09775526,19.33215643,14.98108387,16.98002548,164.2945947,128.3836696,158.1781425,199.8487463,170.7678205,107.072,36.35000552,22.92487768,20.27417045,3.757387757,26.831329,28.21823167,30.77870269,27.68944449,53.99644727,2862.999946,NA,NA,NA,NA,NA,NA
YER016W,33.54726761,27.64108882,36.35383377,36.64688023,37.60109311,39.05971643,45.50504226,28.23852064,95.98501252,120.2974596,71.47965992,102.3731127,89.78981783,84.6524,77.08444368,31.30839039,30.14680997,35.28677198,36.44727734,31.92117748,26.4964484,27.55185719,54.03862935,3637.944616,75.33333333,3630,66.5,NA,G1,viable
YDL193W,58.08179568,51.36372094,56.06743658,66.81422952,53.27935439,53.55375205,53.18334579,53.10096532,47.6947984,39.61695612,50.56380912,39.13865679,61.45977156,57.372,72.07629783,49.61620646,44.64631151,41.28130006,49.54417133,51.39456943,56.86171839,53.96916803,54.08491547,3920.670486,281.5,NA,266.5,NA,NA,inviable
YMR005W,57.55467128,51.50124021,55.73720958,65.42556406,51.12333803,50.40331846,57.70990792,45.25678771,50.302613,64.0624967,43.20746343,50.50395929,43.43653258,92.7801,79.51544867,41.05603559,48.31402571,39.11933269,44.69588995,44.86956024,32.82150511,36.51589981,54.14626381,3861.248812,NA,NA,NA,NA,NA,inviable
YBR091C,46.55884009,41.52498179,53.37052191,44.78101657,45.71938632,46.31549027,42.28751402,48.55515468,52.72040486,49.82358873,43.20907324,56.85779414,60.99116333,123.599,68.78785501,54.49679359,44.78748562,47.0356631,59.27284497,56.66967186,63.87216732,55.34292867,54.14913665,3949.310277,NA,NA,NA,NA,NA,inviable
YDL099W,44.90941684,46.86311682,43.69516414,44.16996956,37.69881398,42.3043186,41.09942089,29.69270245,36.07907327,32.87206334,32.42786199,28.39955868,50.61680907,111.097,301.9704193,23.2736166,34.67950208,27.58713643,23.60349995,17.01194828,18.33468175,18.42493111,54.21420815,3254.565798,230.5,5220,209.5,NA,NA,viable
YOL145C,50.74098316,48.39377577,53.71708374,50.11208998,41.29963004,43.80310304,44.15893351,35.93685356,94.58657038,104.4618065,83.1336946,91.94171514,98.80906531,51.1309,53.71573171,31.18600214,33.6837099,33.31457531,28.51317615,33.15368558,29.22393435,29.22693154,54.21976597,3761.184819,345.6666667,NA,326.5,NA,NA,NA
YJR074W,69.07259584,49.03294333,76.46119292,81.72365125,45.33928126,48.54113135,45.71282784,41.76388459,58.52907055,62.6708139,38.68829071,60.14128212,72.61589546,62.155,109.7246521,35.64398957,32.49421838,31.96353147,44.65762292,36.05467707,35.53157832,33.16230926,54.25763775,3845.048353,72,2840,NA,NA,NA,viable
YOR118W,55.69643536,51.49579994,57.19948101,58.39402513,56.36713047,60.69006647,55.94663353,52.46469141,70.57310103,87.0878185,59.54587788,63.47628633,72.18242139,65.3281,46.37474579,37.13052809,37.26449638,35.90025239,32.52353876,30.36350376,44.42419028,42.30718695,54.26033795,3884.679147,113.3333333,NA,75.5,NA,NA,viable
YLR163C,38.86265417,31.84667619,42.36213132,42.37915499,36.90803663,40.68027223,35.43649199,34.60734567,94.96907157,113.110427,75.2814667,84.86410438,106.6202882,67.6123,63.93477944,36.99324319,45.32130974,42.72709836,31.18179595,29.62000127,38.50812753,34.60112626,54.26755757,3764.531962,173.3333333,1360,130,8737,NA,inviable
YMR209C,43.18548577,39.54305705,43.40724763,46.60615262,48.54334878,49.88859214,46.64211634,49.09933787,62.64872434,71.28680154,57.60389392,76.31183519,45.39236669,46.2355,41.2681884,57.49765437,52.98729699,54.49032638,50.50332341,53.53510486,66.31044839,67.1594262,54.27505542,3895.940687,NA,NA,NA,NA,NA,viable
YKR056W,61.61948299,59.2254606,64.31564848,61.31733988,68.02986196,78.91553029,65.21599373,59.95806185,28.443242,30.81370718,24.21704173,22.76402126,35.97819781,76.9375,76.23057861,50.84005793,55.31047125,54.68760462,43.17568097,39.2850694,59.84796323,52.73355813,54.29866557,3822.970477,NA,NA,NA,NA,NA,viable
YKL057C,80.74053636,84.61365995,84.13055538,73.47739377,58.00197434,50.78173307,65.32034005,57.9038499,34.85075999,30.46128702,32.78295831,32.11179737,44.04699728,51.3876,32.36119734,54.04984796,59.94357331,69.19674794,42.17459517,45.64146982,55.8965825,51.446119,54.34463983,3861.337509,NA,NA,NA,NA,NA,viable
YGR079W,30.62625679,25.48797766,31.64828793,34.74250477,65.13419148,66.1649861,66.02932907,63.20825927,40.47841087,59.46875232,33.97783681,37.88115601,30.58589835,64.0307,97.36845665,58.45151686,70.82297816,61.52595855,43.51696486,48.16667527,61.90433513,64.77218918,54.37144416,3753.974776,NA,NA,NA,NA,NA,viable
YPR131C,58.83647291,47.01853022,63.30942013,66.18146837,55.06322034,56.71284523,59.5899363,48.88687948,38.41864092,39.43389741,24.95288835,32.66080972,56.62696822,74.9461,60.25031362,56.46442459,73.54558769,77.63990008,45.93789491,46.64646459,50.87907996,44.13762034,54.46109504,3888.605437,69.33333333,NA,94,NA,NA,viable
YJR109C,89.73009973,88.29991189,93.36264222,87.52774509,43.29483312,42.75003123,45.36497114,41.769497,103.3389566,106.955383,158.8826461,59.50894608,88.00885107,21.2028,23.00207475,16.23114809,16.95855544,16.04696702,13.31803998,13.74117155,17.7560783,19.56607625,54.4662541,3370.453722,15407,18000,821.5,43126,NA,viable
YPL095C,59.08067867,56.2880382,56.64048824,64.31350958,25.69348907,23.93715033,28.76564792,24.37766897,36.98205368,39.97516236,33.46226393,33.16765646,41.32313197,27.7958,37.96390779,82.19100632,45.11779287,53.27762071,100.2085974,112.76066,99.51800945,82.26335745,54.54089995,3657.819786,NA,NA,NA,NA,G2/M,viable
YCR026C,35.72597065,33.86632833,36.18492653,37.12665708,35.91264458,36.33285912,37.52958099,33.87549363,118.1246714,119.3448353,138.8805877,101.012501,113.2607616,29.7805,45.38029821,31.70901404,27.99636457,27.85422849,31.34018913,31.32213357,34.36760562,37.37356284,54.54442926,3586.845802,NA,NA,NA,NA,NA,viable
YGR028W,53.65594579,46.13886866,57.15644737,57.67252135,25.32530111,28.55605461,25.00200516,22.41784356,123.0105104,112.2676047,151.4310077,100.3372838,128.0061453,27.8469,19.27490295,29.30493922,38.70523449,27.66803712,26.94220226,21.75199526,31.634309,29.1278572,54.59584354,3479.192166,80,3530,54,NA,NA,viable
YDL048C,243.3566704,234.5322425,254.7600015,240.7777673,11.54622693,8.983704833,14.77703907,10.87793689,21.45841518,11.35291271,3.507333493,13.78701034,57.18640418,34.0942,8.446880593,11.62362852,15.60822083,6.818396113,11.3820418,14.81182869,10.46282135,10.65846234,54.59588256,2233.911139,NA,623,NA,NA,G2/M,viable
YDR319C,103.3329115,113.938722,102.616958,93.44305459,42.12905962,43.46839087,43.57452532,39.34426268,59.85996836,47.69437553,84.41424744,44.68353704,62.64771344,46.8645,29.472286,35.01315777,36.4935068,40.94869494,32.17668727,31.73501624,35.7134699,33.01157149,54.63934564,3792.705312,NA,NA,NA,NA,NA,viable
YGR019W,62.3264685,56.36679806,59.64608116,70.96652627,31.37954871,30.27889194,32.24345038,31.6163038,94.30237423,58.35487684,38.09053343,44.74079165,236.023295,54.751,7.847844958,39.44930194,50.2558886,39.97796889,30.25833289,24.6529081,45.6167406,45.93397254,54.65534784,3569.850433,593,573,275.5,NA,NA,viable
YOR174W,38.8484525,32.33555061,39.55972896,44.65007793,38.91447946,43.02658745,40.98114917,32.73570176,104.7595025,119.1612296,114.8067163,95.26761049,89.80245361,45.1069,113.1972498,23.53084498,21.12781973,21.35778304,35.40524992,19.68525444,24.12225598,19.4867068,54.69198866,3524.96624,93,NA,NA,NA,NA,inviable
YGL140C,52.6497316,50.51190983,56.15935041,51.27793455,62.33710139,60.74162658,59.49224788,66.77742972,91.25261775,101.8636535,106.7702462,75.99315591,80.38341542,26.1635,25.84675696,32.7672395,31.55790957,36.42202263,37.02817657,35.76692404,27.98981279,27.83859138,54.69393782,3746.129701,111.6666667,1080,73.5,NA,NA,viable
YDL217C,42.43021695,38.52688931,37.84688453,50.91687702,51.96805137,50.47200863,58.70442151,46.72772397,61.87949224,77.9210136,48.35129015,52.35548013,68.89018508,75.6984,70.01660492,47.53680757,42.10789246,35.11712404,48.51200109,58.94009141,54.84474251,45.6989939,54.69626428,3890.986221,NA,NA,NA,NA,NA,inviable
YHR063W-A,155.2963902,144.5308733,160.8263495,160.5319478,46.73568812,47.65454356,39.95234365,52.60017715,NA,NA,NA,NA,NA,211.068,139.9244884,0,0,0,0,0,0,0,54.70674699,4905.909069,NA,NA,NA,NA,NA,NA
YOL125W,45.44646267,40.48796452,43.35655606,52.49486744,44.13381215,48.91862704,42.34629486,41.13651456,100.7074961,127.9581245,110.7632094,102.118253,61.99039739,41.9246,65.90789193,29.89387449,36.34049419,28.71211399,36.77555471,38.33420151,21.06466959,18.13621297,54.86730197,3681.067897,39,NA,NA,NA,NA,viable
YLL031C,64.82138022,70.53221324,65.14034723,58.79158021,62.58870502,59.62214857,62.009436,66.13453048,30.27204956,26.18221096,27.81074288,33.89915174,33.19609268,46.3537,48.45361975,62.07214565,60.40428189,65.4737735,69.53704518,66.13317305,57.58844247,53.29615783,54.92531452,3867.210042,145.6666667,300,152,NA,NA,inviable
YKR100C,87.41124406,68.88088345,98.57055662,94.7822921,51.78157778,46.65003233,58.72763725,49.96706375,31.89444378,25.13189281,32.50707025,24.80247464,45.13633741,58.5602,51.75824454,52.50072273,55.86786856,57.27905437,54.07180347,51.36352281,49.02113602,47.40095113,55.00064174,3859.477512,145.6666667,NA,158.5,NA,NA,viable
YBR267W,44.69746961,36.20354188,50.79681654,47.09205043,47.51448047,55.13748842,45.74886511,41.65708789,71.62380634,89.52422782,64.33838317,68.72509725,63.90751713,74.0619,115.4694501,38.03651572,42.60663231,39.39535235,54.37284183,49.04659417,23.00945932,19.78821432,55.13532215,3812.870161,364,830,451.5,616,NA,viable
YER103W,54.17862781,57.95211095,45.34004292,59.24372955,17.36708997,17.15007416,19.26513799,15.68605775,149.9211833,47.35264178,93.20234204,35.58878671,423.5409626,19.2264,39.6361496,14.82803186,11.06723768,10.8864905,21.2456913,20.35877792,12.45421279,12.95578096,55.13843424,2812.397283,160,17900,156.5,5698,NA,viable
YOR273C,80.26860172,92.15631923,75.50715884,73.14232707,8.243131225,7.786081697,8.503467493,8.439844483,70.36324564,39.74531294,73.47629846,52.39835931,115.8330118,11.5709,13.23950348,66.4489564,54.7402602,56.25834214,80.44171818,78.70787758,64.78789731,63.75764297,55.16879016,3447.94988,184.3333333,NA,345.5,NA,G2/M,viable
YOL073C,44.9782473,48.87547419,42.34116483,43.71810287,37.43010722,38.44260802,34.67274462,39.174969,78.20038826,80.77826152,76.98803332,82.46502869,72.5702295,39.5082,24.21034523,58.25399682,54.23183673,54.65079778,74.01459486,56.61118923,57.77178954,52.24377276,55.17213226,3870.286359,NA,NA,NA,NA,NA,NA
YDL103C,41.90517181,41.74444877,38.79969951,45.17136714,45.16635515,46.92454035,46.27721058,42.29731452,85.66214779,92.50941339,78.25110499,73.11887137,98.76920142,68.036,54.11288782,39.9717905,45.04428664,43.29642629,31.17758731,26.95168494,45.99244333,47.36831449,55.19225848,3851.816234,181.3333333,5480,201,NA,G1,inviable
YDL018C,40.69798081,35.81295976,40.14596781,46.13501486,53.45191695,55.13748842,49.33068741,55.88757502,62.97769775,59.90060833,66.75045366,67.72026705,57.53946196,54.6341,113.3304554,44.37552485,43.59843733,49.8269518,34.34477953,26.66316419,59.83647228,51.98334396,55.19408729,3854.566429,228.6666667,3190,265.5,NA,G1,viable
YNL289W,36.26363283,31.19577266,38.59832388,38.99680193,31.44301584,25.44201251,42.52554545,26.36148956,74.52311861,73.10805586,78.4785911,88.82238597,57.68344151,53.9707,132.066103,46.21321607,47.57189279,56.52184726,33.26537218,40.07355367,53.69284726,46.15378325,55.21439538,3741.492192,NA,NA,NA,NA,G1,viable
YLL027W,85.13379904,67.68453032,86.64736127,101.0695055,47.37786579,46.30670342,52.17266908,43.65422487,37.41462072,36.57835574,37.04917938,22.5725576,53.45839017,67.7674,51.46275039,50.62834646,45.07166179,35.16376032,61.22948983,57.94906684,51.16778172,53.18831825,55.22695319,3870.266601,245.6666667,125,111,NA,NA,viable
YPL195W,45.88596105,39.68145718,49.05168547,48.92474051,34.59312213,31.48687441,39.09954507,33.19294692,93.17555687,118.5878182,75.01197673,78.07595715,101.0264754,55.3806,85.00268379,35.1686923,30.70461183,38.16587757,31.94616664,34.96553173,39.51477995,35.7151861,55.26472011,3776.220901,181.3333333,NA,249,NA,NA,viable
YMR039C,57.02837382,48.68326109,58.51631455,63.88554583,48.68659758,53.97075658,53.75358614,38.33545002,45.33109024,50.04014351,32.20857367,37.16703026,61.90861352,110.569,163.2688732,31.57566966,37.36536533,31.16195307,41.32626441,39.00472295,23.46362783,17.13208438,55.26601196,3669.96874,164,NA,165.5,2826,NA,viable
YNL094W,93.95901857,91.17506295,93.94301051,96.75898224,58.88945052,55.81264133,58.55807593,62.2976343,44.29570601,42.70013942,45.80553683,33.03622133,55.64092649,54.81,26.16769653,42.88605461,41.27241841,44.51354271,41.97773156,39.93220075,45.4828139,44.13762034,55.2921622,3868.789531,49,NA,NA,NA,NA,viable
YNL103W-A,NA,NA,NA,NA,66.62409545,49.99132283,74.99905114,74.88191237,NA,NA,NA,NA,NA,NA,353.5331182,0,0,0,0,0,0,0,55.31273395,4974.71493,NA,NA,NA,NA,NA,NA
YNL181W,55.30608585,50.67419088,56.08483154,59.15923513,42.86612691,45.29923068,39.53188584,43.76726421,64.69401448,67.73820404,53.18252301,54.8248165,83.03051435,53.5568,81.39952611,47.54362009,50.08912698,55.94639859,48.32175795,38.19647,49.2541539,43.4538131,55.33393624,3949.861703,106.3333333,NA,117.5,NA,G1,inviable
YOR098C,36.55203512,37.50093649,37.16610161,34.98906727,63.61311925,66.96363496,60.95976207,62.91596071,60.43284818,60.67367958,50.8475429,71.5310738,58.67909646,58.2852,51.44330909,52.84390198,58.78944689,60.75664604,43.38603477,42.63818393,56.25745151,55.23564873,55.33865036,3901.477163,209,NA,176,NA,NA,inviable
YDL190C,60.53266186,61.6430229,61.58137144,58.37359125,45.88687188,42.0007812,49.95673674,45.70309769,65.33072916,66.02774219,59.50377211,58.8186475,76.97275483,39.3572,18.06773965,55.8680666,66.00696656,68.33602515,50.67033129,45.7912941,55.44354854,48.96023398,55.34785458,3922.32137,183,2600,193,3750,NA,viable
YMR061W,57.1330914,56.61520702,54.11833896,60.66572821,40.00491257,40.14139275,43.66306497,36.21028,86.47710273,99.55798917,86.66383101,84.43328167,75.25330906,54.5293,46.6956965,38.9184201,44.13668964,52.96919201,31.59719717,30.03436886,37.43958042,37.33349248,55.37347874,3876.872174,105.6666667,NA,72,NA,NA,inviable
YCR060W,58.62066551,51.51595485,58.37400834,65.97203335,70.23497071,80.54011701,61.39569194,68.7691032,18.62359007,21.7483919,20.29618735,12.4824359,19.96734514,159.785,139.3591369,48.16853379,32.58348822,43.47834405,47.12594392,51.9471992,56.66079359,57.21543378,55.45504855,3687.51366,117.6666667,1660,75.5,NA,NA,viable
YGL091C,60.73360249,51.63774198,58.19657975,72.36648575,31.61421377,34.45674048,31.88887629,28.49702453,99.61985252,103.9366683,106.361967,81.18475666,106.9960181,44.7496,82.37291181,27.69121279,28.28524083,24.97692105,23.59246254,29.05253694,33.29610971,26.94400569,55.45848916,3704.027664,94.33333333,NA,NA,NA,NA,inviable
YML032C,46.9905939,39.04928781,49.04547432,52.87701957,30.23592969,31.82087255,30.47595227,28.41096424,89.36123308,106.090754,94.56960025,63.60363412,93.18094398,46.2251,45.3431042,47.25743062,44.84371598,47.07083434,55.25434701,45.34374168,45.77679934,45.25514536,55.47164261,3821.382151,80.33333333,NA,59.5,NA,NA,viable
YLR078C,53.89178212,49.5986944,57.07860733,54.99804463,52.61075214,58.77763328,54.48823831,44.56638484,69.5505847,69.41131651,83.01194369,62.15066704,63.62841158,58.9263,146.3876083,29.88114813,28.56591248,25.48548565,33.91130173,25.72142873,34.10649711,31.49626306,55.48064537,3799.075436,NA,NA,NA,NA,NA,inviable
YPR143W,31.13985037,32.8844652,31.09736586,29.43772006,38.24453354,44.19785924,40.48921423,30.04652716,87.66993843,102.6433452,94.68123619,89.9970803,63.35809205,174.236,74.92371012,43.74395408,52.34128466,56.98954259,51.9522944,42.22003441,31.30264294,27.65792549,55.49580641,3809.801461,386,NA,335,NA,NA,inviable
YPL190C,78.56745444,85.12571369,77.67969799,72.89695164,49.32853525,47.9551954,47.47585702,52.55455334,24.68441907,16.33369025,20.50222058,16.31053563,45.59122982,74.3507,80.62770878,56.20695725,56.8080741,54.57804583,58.9635281,61.84498436,51.18052588,53.86658522,55.50464595,3795.443008,NA,NA,NA,NA,NA,inviable
YDR260C,48.8073074,43.58269865,49.54719505,53.2920285,54.53134394,57.52355517,54.99634737,51.07412928,63.02623754,77.79721656,55.99345113,56.79911737,61.51516509,64.8314,111.2717486,40.13176904,46.9507105,49.83482709,24.51132687,31.59361823,44.17995601,43.72017552,55.52588969,3890.73572,NA,NA,NA,NA,NA,viable
YOR306C,86.69945904,90.26805882,87.41723417,82.41308414,58.18687147,61.17937412,57.8741225,55.50711778,29.10260568,44.06084466,34.70593839,24.94976903,12.69387061,61.766,48.03537993,54.03492081,46.49077016,53.63994936,63.04701445,52.54429345,57.7462494,50.74124804,55.59274501,3844.037664,NA,NA,NA,NA,NA,viable
YOR299W,117.6738874,118.2192699,102.2577771,132.5446153,35.1846851,34.45539437,35.83953574,35.2591252,63.4023333,69.60560399,71.83488517,49.74329419,62.42554985,38.6596,49.20601213,29.90593078,24.42671138,31.77935187,30.96455438,27.81643866,28.41888978,36.02963862,55.63965595,3726.92789,59.33333333,NA,NA,NA,NA,viable
YBR288C,47.94524404,42.05480612,48.51865628,53.26226971,43.87713965,41.19362771,48.0017606,42.43603062,74.90998297,84.49105081,62.62184528,77.22930327,75.29773251,50.2921,50.17143857,50.79961332,61.07384403,50.93434106,33.03627182,33.91593998,64.93358163,60.90370141,55.71684635,3932.097916,71.66666667,3410,63,NA,NA,viable
YBL055C,68.382256,62.92296156,71.48975041,70.73405601,66.83228137,71.21815926,66.30872639,62.96995846,72.59106127,95.58591925,75.46007084,60.4099096,58.90834538,61.9763,53.72323165,28.00688633,24.82255236,28.32837213,24.45282728,26.77946307,32.8154795,30.84262365,55.72098587,3848.801454,78.66666667,1460,51.5,4972,NA,viable
YCL033C,45.37511223,39.35669924,43.81751429,52.95112315,49.00825458,52.46217833,45.32553519,49.23705022,59.1771065,81.21247482,42.79777,43.1034722,69.59470898,88.3395,79.99221485,52.21002049,51.82509842,45.02195389,56.03279653,54.09885834,53.19632692,53.08508885,55.74867017,3965.007841,NA,NA,NA,4804,NA,viable
YIL020C,50.67591748,43.73831281,52.19922229,56.09021733,68.51779429,72.05754211,71.11368988,62.38215086,20.46997702,24.49407849,16.82663324,19.37811664,21.18107972,58.2735,158.0567342,56.08395533,55.71527756,55.75848702,56.88124708,58.6884388,55.65156826,53.80871329,55.85669126,3700.582872,100.5,NA,NA,NA,NA,viable
YDL155W,31.54758471,25.46375338,35.22703841,33.95196233,38.19728594,39.36919734,39.33847111,35.88418936,89.03439357,98.82932079,97.5320609,86.81831953,72.95787306,52.6909,130.4852323,37.26517858,37.09036322,39.82128707,39.89772052,34.9551247,36.89129551,34.93528044,55.86465344,3698.725315,NA,892,NA,NA,NA,viable
YFR041C,65.43861551,58.47757037,63.78318286,74.05509329,34.82048257,33.38053353,40.56849676,30.51241741,95.2747383,92.26110952,103.558761,95.45601051,89.82307212,59.2176,62.03586382,29.87271898,28.3564411,25.70510205,30.94278989,37.90741564,27.81993919,28.50462602,55.87564811,3794.601349,130,NA,158,3390,NA,viable
YOR356W,25.47821081,25.86666087,27.44528421,23.12268736,34.39303069,34.16430453,33.36076411,35.65402344,100.4449621,149.644607,71.93585391,78.2376795,101.961708,46.2887,64.97248077,47.24118337,44.46202569,48.63795766,53.79305438,55.56377636,39.9255381,41.06474804,55.87712151,3686.676142,154,NA,192.5,NA,NA,viable
